Ctstomer_id,Order ID,Order Date,Ship Mode,Segment,Value
56,CA-2011-125682,2013-11-22,First Class,Corporate,9.96
69,CA-2011-131905,2013-02-06,First Class,Corporate,321.56
127,CA-2011-163293,2013-09-08,First Class,Corporate,116.85
139,CA-2011-169684,2013-10-20,First Class,Corporate,426.942
154,CA-2012-104038,2014-02-06,First Class,Corporate,176.63
191,CA-2012-121720,2014-06-11,First Class,Corporate,3165.744
209,CA-2012-133396,2014-08-13,First Class,Corporate,64.68
224,CA-2012-140718,2014-07-02,First Class,Corporate,246.364
257,CA-2012-154746,2014-11-14,First Class,Corporate,860.07
264,CA-2012-156734,2014-06-18,First Class,Corporate,670.001
266,CA-2012-158323,2014-11-30,First Class,Corporate,17.088
319,CA-2013-112676,2015-05-06,First Class,Corporate,14.352
354,CA-2013-127208,2015-06-13,First Class,Corporate,224.9
366,CA-2013-133711,2015-11-27,First Class,Corporate,3236.41
413,CA-2013-153318,2015-10-26,First Class,Corporate,783.96
437,CA-2013-160598,2015-08-27,First Class,Corporate,31.008
442,CA-2013-162901,2015-03-29,First Class,Corporate,31.4
498,CA-2014-113481,2016-01-03,First Class,Corporate,740.214
506,CA-2014-115882,2016-09-14,First Class,Corporate,1017.136
512,CA-2014-117695,2016-08-05,First Class,Corporate,13.76
527,CA-2014-122707,2016-04-16,First Class,Corporate,503.22
532,CA-2014-123687,2016-05-26,First Class,Corporate,234.2
536,CA-2014-124828,2016-07-03,First Class,Corporate,9.552
558,CA-2014-129028,2016-04-01,First Class,Corporate,127.95
576,CA-2014-134810,2016-05-09,First Class,Corporate,272.232
613,CA-2014-147760,2016-11-04,First Class,Corporate,1883.724
637,CA-2014-155698,2016-03-08,First Class,Corporate,668.54
653,CA-2014-159464,2016-05-18,First Class,Corporate,524.85
667,CA-2014-161851,2016-04-15,First Class,Corporate,15.57
722,US-2012-131842,2014-12-05,First Class,Corporate,97.424
735,US-2013-101616,2015-09-04,First Class,Corporate,87.28
755,US-2013-140809,2015-02-01,First Class,Corporate,56.45
764,US-2013-153815,2015-11-07,First Class,Corporate,368.432
790,US-2014-128951,2016-07-15,First Class,Corporate,1065.84
813,US-2014-162208,2016-08-27,First Class,Corporate,2.896
822,US-2014-168690,2016-01-08,First Class,Corporate,2.344
823,US-2014-168691,2016-01-09,First Class,Corporate,2.344
824,US-2014-168692,2016-01-10,First Class,Corporate,2.344
825,US-2014-168693,2016-01-11,First Class,Corporate,2.344
826,US-2014-168694,2016-01-12,First Class,Corporate,2.344
827,US-2014-168695,2016-01-13,First Class,Corporate,2.344
828,US-2014-168696,2016-01-14,First Class,Corporate,2.344
829,US-2014-168697,2016-01-15,First Class,Corporate,2.344
830,US-2014-168698,2016-01-16,First Class,Corporate,2.344
831,US-2014-168699,2016-01-17,First Class,Corporate,2.344
832,US-2014-168700,2016-01-18,First Class,Corporate,2.344
833,US-2014-168701,2016-01-19,First Class,Corporate,2.344
834,US-2014-168702,2016-01-20,First Class,Corporate,2.344
835,US-2014-168703,2016-01-21,First Class,Corporate,2.344
836,US-2014-168704,2016-01-22,First Class,Corporate,2.344
837,US-2014-168705,2016-01-23,First Class,Corporate,2.344
838,US-2014-168706,2016-01-24,First Class,Corporate,2.344
839,US-2014-168707,2016-01-25,First Class,Corporate,2.344
840,US-2014-168708,2016-01-26,First Class,Corporate,2.344
841,US-2014-168709,2016-01-27,First Class,Corporate,2.344
842,US-2014-168710,2016-01-28,First Class,Corporate,2.344
843,US-2014-168711,2016-01-29,First Class,Corporate,2.344
844,US-2014-168712,2016-01-30,First Class,Corporate,2.344
845,US-2014-168713,2016-01-31,First Class,Corporate,2.344
846,US-2014-168714,2016-02-01,First Class,Corporate,2.344
847,US-2014-168715,2016-02-02,First Class,Corporate,2.344
848,US-2014-168716,2016-02-03,First Class,Corporate,2.344
849,US-2014-168717,2016-02-04,First Class,Corporate,2.344
850,US-2014-168718,2016-02-05,First Class,Corporate,2.344
851,US-2014-168719,2016-02-06,First Class,Corporate,2.344
852,US-2014-168720,2016-02-07,First Class,Corporate,2.344
853,US-2014-168721,2016-02-08,First Class,Corporate,2.344
854,US-2014-168722,2016-02-09,First Class,Corporate,2.344
855,US-2014-168723,2016-02-10,First Class,Corporate,2.344
856,US-2014-168724,2016-02-11,First Class,Corporate,2.344
857,US-2014-168725,2016-02-12,First Class,Corporate,2.344
858,US-2014-168726,2016-02-13,First Class,Corporate,2.344
859,US-2014-168727,2016-02-14,First Class,Corporate,2.344
860,US-2014-168728,2016-02-15,First Class,Corporate,2.344
861,US-2014-168729,2016-02-16,First Class,Corporate,2.344
862,US-2014-168730,2016-02-17,First Class,Corporate,2.344
863,US-2014-168731,2016-02-18,First Class,Corporate,2.344
864,US-2014-168732,2016-02-19,First Class,Corporate,2.344
865,US-2014-168733,2016-02-20,First Class,Corporate,2.344
866,US-2014-168734,2016-02-21,First Class,Corporate,2.344
867,US-2014-168735,2016-02-22,First Class,Corporate,2.344
868,US-2014-168736,2016-02-23,First Class,Corporate,2.344
869,US-2014-168737,2016-02-24,First Class,Corporate,2.344
870,US-2014-168738,2016-02-25,First Class,Corporate,2.344
871,US-2014-168739,2016-02-26,First Class,Corporate,2.344
872,US-2014-168740,2016-02-27,First Class,Corporate,2.344
873,US-2014-168741,2016-02-28,First Class,Corporate,2.344
874,US-2014-168742,2016-02-29,First Class,Corporate,2.344
875,US-2014-168743,2016-03-01,First Class,Corporate,2.344
876,US-2014-168744,2016-03-02,First Class,Corporate,2.344
877,US-2014-168745,2016-03-03,First Class,Corporate,2.344
878,US-2014-168746,2016-03-04,First Class,Corporate,2.344
879,US-2014-168747,2016-03-05,First Class,Corporate,2.344
880,US-2014-168748,2016-03-06,First Class,Corporate,2.344
881,US-2014-168749,2016-03-07,First Class,Corporate,2.344
882,US-2014-168750,2016-03-08,First Class,Corporate,2.344
883,US-2014-168751,2016-03-09,First Class,Corporate,2.344
884,US-2014-168752,2016-03-10,First Class,Corporate,2.344
885,US-2014-168753,2016-03-11,First Class,Corporate,2.344
886,US-2014-168754,2016-03-12,First Class,Corporate,2.344
887,US-2014-168755,2016-03-13,First Class,Corporate,2.344
888,US-2014-168756,2016-03-14,First Class,Corporate,2.344
889,US-2014-168757,2016-03-15,First Class,Corporate,2.344
890,US-2014-168758,2016-03-16,First Class,Corporate,2.344
891,US-2014-168759,2016-03-17,First Class,Corporate,2.344
892,US-2014-168760,2016-03-18,First Class,Corporate,2.344
893,US-2014-168761,2016-03-19,First Class,Corporate,2.344
894,US-2014-168762,2016-03-20,First Class,Corporate,2.344
895,US-2014-168763,2016-03-21,First Class,Corporate,2.344
896,US-2014-168764,2016-03-22,First Class,Corporate,2.344
897,US-2014-168765,2016-03-23,First Class,Corporate,2.344
898,US-2014-168766,2016-03-24,First Class,Corporate,2.344
899,US-2014-168767,2016-03-25,First Class,Corporate,2.344
900,US-2014-168768,2016-03-26,First Class,Corporate,2.344
901,US-2014-168769,2016-03-27,First Class,Corporate,2.344
902,US-2014-168770,2016-03-28,First Class,Corporate,2.344
903,US-2014-168771,2016-03-29,First Class,Corporate,2.344
904,US-2014-168772,2016-03-30,First Class,Corporate,2.344
905,US-2014-168773,2016-03-31,First Class,Corporate,2.344
906,US-2014-168774,2016-04-01,First Class,Corporate,2.344
907,US-2014-168775,2016-04-02,First Class,Corporate,2.344
908,US-2014-168776,2016-04-03,First Class,Corporate,2.344
909,US-2014-168777,2016-04-04,First Class,Corporate,2.344
910,US-2014-168778,2016-04-05,First Class,Corporate,2.344
911,US-2014-168779,2016-04-06,First Class,Corporate,2.344
912,US-2014-168780,2016-04-07,First Class,Corporate,2.344
913,US-2014-168781,2016-04-08,First Class,Corporate,2.344
914,US-2014-168782,2016-04-09,First Class,Corporate,2.344
915,US-2014-168783,2016-04-10,First Class,Corporate,2.344
916,US-2014-168784,2016-04-11,First Class,Corporate,2.344
917,US-2014-168785,2016-04-12,First Class,Corporate,2.344
918,US-2014-168786,2016-04-13,First Class,Corporate,2.344
919,US-2014-168787,2016-04-14,First Class,Corporate,2.344
920,US-2014-168788,2016-04-15,First Class,Corporate,2.344
921,US-2014-168789,2016-04-16,First Class,Corporate,2.344
922,US-2014-168790,2016-04-17,First Class,Corporate,2.344
923,US-2014-168791,2016-04-18,First Class,Corporate,2.344
924,US-2014-168792,2016-04-19,First Class,Corporate,2.344
925,US-2014-168793,2016-04-20,First Class,Corporate,2.344
926,US-2014-168794,2016-04-21,First Class,Corporate,2.344
927,US-2014-168795,2016-04-22,First Class,Corporate,2.344
928,US-2014-168796,2016-04-23,First Class,Corporate,2.344
929,US-2014-168797,2016-04-24,First Class,Corporate,2.344
930,US-2014-168798,2016-04-25,First Class,Corporate,2.344
931,US-2014-168799,2016-04-26,First Class,Corporate,2.344
932,US-2014-168800,2016-04-27,First Class,Corporate,2.344
933,US-2014-168801,2016-04-28,First Class,Corporate,2.344
934,US-2014-168802,2016-04-29,First Class,Corporate,2.344
935,US-2014-168803,2016-04-30,First Class,Corporate,2.344
936,US-2014-168804,2016-05-01,First Class,Corporate,2.344
937,US-2014-168805,2016-05-02,First Class,Corporate,2.344
938,US-2014-168806,2016-05-03,First Class,Corporate,2.344
939,US-2014-168807,2016-05-04,First Class,Corporate,2.344
940,US-2014-168808,2016-05-05,First Class,Corporate,2.344
941,US-2014-168809,2016-05-06,First Class,Corporate,2.344
942,US-2014-168810,2016-05-07,First Class,Corporate,2.344
943,US-2014-168811,2016-05-08,First Class,Corporate,2.344
944,US-2014-168812,2016-05-09,First Class,Corporate,2.344
945,US-2014-168813,2016-05-10,First Class,Corporate,2.344
946,US-2014-168814,2016-05-11,First Class,Corporate,2.344
947,US-2014-168815,2016-05-12,First Class,Corporate,2.344
948,US-2014-168816,2016-05-13,First Class,Corporate,2.344
949,US-2014-168817,2016-05-14,First Class,Corporate,2.344
950,US-2014-168818,2016-05-15,First Class,Corporate,2.344
951,US-2014-168819,2016-05-16,First Class,Corporate,2.344
952,US-2014-168820,2016-05-17,First Class,Corporate,2.344
953,US-2014-168821,2016-05-18,First Class,Corporate,2.344
954,US-2014-168822,2016-05-19,First Class,Corporate,2.344
955,US-2014-168823,2016-05-20,First Class,Corporate,2.344
956,US-2014-168824,2016-05-21,First Class,Corporate,2.344
957,US-2014-168825,2016-05-22,First Class,Corporate,2.344
958,US-2014-168826,2016-05-23,First Class,Corporate,2.344
959,US-2014-168827,2016-05-24,First Class,Corporate,2.344
960,US-2014-168828,2016-05-25,First Class,Corporate,2.344
961,US-2014-168829,2016-05-26,First Class,Corporate,2.344
962,US-2014-168830,2016-05-27,First Class,Corporate,2.344
963,US-2014-168831,2016-05-28,First Class,Corporate,2.344
964,US-2014-168832,2016-05-29,First Class,Corporate,2.344
965,US-2014-168833,2016-05-30,First Class,Corporate,2.344
966,US-2014-168834,2016-05-31,First Class,Corporate,2.344
967,US-2014-168835,2016-06-01,First Class,Corporate,2.344
968,US-2014-168836,2016-06-02,First Class,Corporate,2.344
969,US-2014-168837,2016-06-03,First Class,Corporate,2.344
970,US-2014-168838,2016-06-04,First Class,Corporate,2.344
971,US-2014-168839,2016-06-05,First Class,Corporate,2.344
972,US-2014-168840,2016-06-06,First Class,Corporate,2.344
973,US-2014-168841,2016-06-07,First Class,Corporate,2.344
974,US-2014-168842,2016-06-08,First Class,Corporate,2.344
975,US-2014-168843,2016-06-09,First Class,Corporate,2.344
976,US-2014-168844,2016-06-10,First Class,Corporate,2.344
977,US-2014-168845,2016-06-11,First Class,Corporate,2.344
978,US-2014-168846,2016-06-12,First Class,Corporate,2.344
979,US-2014-168847,2016-06-13,First Class,Corporate,2.344
980,US-2014-168848,2016-06-14,First Class,Corporate,2.344
981,US-2014-168849,2016-06-15,First Class,Corporate,2.344
982,US-2014-168850,2016-06-16,First Class,Corporate,2.344
983,US-2014-168851,2016-06-17,First Class,Corporate,2.344
984,US-2014-168852,2016-06-18,First Class,Corporate,2.344
985,US-2014-168853,2016-06-19,First Class,Corporate,2.344
986,US-2014-168854,2016-06-20,First Class,Corporate,2.344
987,US-2014-168855,2016-06-21,First Class,Corporate,2.344
988,US-2014-168856,2016-06-22,First Class,Corporate,2.344
989,US-2014-168857,2016-06-23,First Class,Corporate,2.344
990,US-2014-168858,2016-06-24,First Class,Corporate,2.344
991,US-2014-168859,2016-06-25,First Class,Corporate,2.344
992,US-2014-168860,2016-06-26,First Class,Corporate,2.344
993,US-2014-168861,2016-06-27,First Class,Corporate,2.344
994,US-2014-168862,2016-06-28,First Class,Corporate,2.344
995,US-2014-168863,2016-06-29,First Class,Corporate,2.344
996,US-2014-168864,2016-06-30,First Class,Corporate,2.344
997,US-2014-168865,2016-07-01,First Class,Corporate,2.344
998,US-2014-168866,2016-07-02,First Class,Corporate,2.344
999,US-2014-168867,2016-07-03,First Class,Corporate,2.344
1000,US-2014-168868,2016-07-04,First Class,Corporate,2.344
1001,US-2014-168869,2016-07-05,First Class,Corporate,2.344
1002,US-2014-168870,2016-07-06,First Class,Corporate,2.344
1003,US-2014-168871,2016-07-07,First Class,Corporate,2.344
1004,US-2014-168872,2016-07-08,First Class,Corporate,2.344
1005,US-2014-168873,2016-07-09,First Class,Corporate,2.344
1006,US-2014-168874,2016-07-10,First Class,Corporate,2.344
1007,US-2014-168875,2016-07-11,First Class,Corporate,2.344
1008,US-2014-168876,2016-07-12,First Class,Corporate,2.344
1009,US-2014-168877,2016-07-13,First Class,Corporate,2.344
1010,US-2014-168878,2016-07-14,First Class,Corporate,2.344
1011,US-2014-168879,2016-07-15,First Class,Corporate,2.344
1012,US-2014-168880,2016-07-16,First Class,Corporate,2.344
1013,US-2014-168881,2016-07-17,First Class,Corporate,2.344
1014,US-2014-168882,2016-07-18,First Class,Corporate,2.344
1015,US-2014-168883,2016-07-19,First Class,Corporate,2.344
1016,US-2014-168884,2016-07-20,First Class,Corporate,2.344
1017,US-2014-168885,2016-07-21,First Class,Corporate,2.344
1018,US-2014-168886,2016-07-22,First Class,Corporate,2.344
1019,US-2014-168887,2016-07-23,First Class,Corporate,2.344
1020,US-2014-168888,2016-07-24,First Class,Corporate,2.344
1021,US-2014-168889,2016-07-25,First Class,Corporate,2.344
1022,US-2014-168890,2016-07-26,First Class,Corporate,2.344
1023,US-2014-168891,2016-07-27,First Class,Corporate,2.344
1024,US-2014-168892,2016-07-28,First Class,Corporate,2.344
1025,US-2014-168893,2016-07-29,First Class,Corporate,2.344
1026,US-2014-168894,2016-07-30,First Class,Corporate,2.344
1027,US-2014-168895,2016-07-31,First Class,Corporate,2.344
1028,US-2014-168896,2016-08-01,First Class,Corporate,2.344
1029,US-2014-168897,2016-08-02,First Class,Corporate,2.344
1030,US-2014-168898,2016-08-03,First Class,Corporate,2.344
1031,US-2014-168899,2016-08-04,First Class,Corporate,2.344
1032,US-2014-168900,2016-08-05,First Class,Corporate,2.344
1033,US-2014-168901,2016-08-06,First Class,Corporate,2.344
1034,US-2014-168902,2016-08-07,First Class,Corporate,2.344
1035,US-2014-168903,2016-08-08,First Class,Corporate,2.344
1036,US-2014-168904,2016-08-09,First Class,Corporate,2.344
1037,US-2014-168905,2016-08-10,First Class,Corporate,2.344
1038,US-2014-168906,2016-08-11,First Class,Corporate,2.344
1039,US-2014-168907,2016-08-12,First Class,Corporate,2.344
1040,US-2014-168908,2016-08-13,First Class,Corporate,2.344
1041,US-2014-168909,2016-08-14,First Class,Corporate,2.344
1042,US-2014-168910,2016-08-15,First Class,Corporate,2.344
1043,US-2014-168911,2016-08-16,First Class,Corporate,2.344
1044,US-2014-168912,2016-08-17,First Class,Corporate,2.344
1045,US-2014-168913,2016-08-18,First Class,Corporate,2.344
1046,US-2014-168914,2016-08-19,First Class,Corporate,2.344
1047,US-2014-168915,2016-08-20,First Class,Corporate,2.344
1048,US-2014-168916,2016-08-21,First Class,Corporate,2.344
1049,US-2014-168917,2016-08-22,First Class,Corporate,2.344
1050,US-2014-168918,2016-08-23,First Class,Corporate,2.344
1051,US-2014-168919,2016-08-24,First Class,Corporate,2.344
1052,US-2014-168920,2016-08-25,First Class,Corporate,2.344
1053,US-2014-168921,2016-08-26,First Class,Corporate,2.344
1054,US-2014-168922,2016-08-27,First Class,Corporate,2.344
1055,US-2014-168923,2016-08-28,First Class,Corporate,2.344
1056,US-2014-168924,2016-08-29,First Class,Corporate,2.344
1057,US-2014-168925,2016-08-30,First Class,Corporate,2.344
1058,US-2014-168926,2016-08-31,First Class,Corporate,2.344
1059,US-2014-168927,2016-09-01,First Class,Corporate,2.344
1060,US-2014-168928,2016-09-02,First Class,Corporate,2.344
1061,US-2014-168929,2016-09-03,First Class,Corporate,2.344
1062,US-2014-168930,2016-09-04,First Class,Corporate,2.344
1063,US-2014-168931,2016-09-05,First Class,Corporate,2.344
1064,US-2014-168932,2016-09-06,First Class,Corporate,2.344
1065,US-2014-168933,2016-09-07,First Class,Corporate,2.344
1066,US-2014-168934,2016-09-08,First Class,Corporate,2.344
1067,US-2014-168935,2016-09-09,First Class,Corporate,2.344
1068,US-2014-168936,2016-09-10,First Class,Corporate,2.344
1069,US-2014-168937,2016-09-11,First Class,Corporate,2.344
1070,US-2014-168938,2016-09-12,First Class,Corporate,2.344
1071,US-2014-168939,2016-09-13,First Class,Corporate,2.344
1072,US-2014-168940,2016-09-14,First Class,Corporate,2.344
1073,US-2014-168941,2016-09-15,First Class,Corporate,2.344
1074,US-2014-168942,2016-09-16,First Class,Corporate,2.344
1075,US-2014-168943,2016-09-17,First Class,Corporate,2.344
1076,US-2014-168944,2016-09-18,First Class,Corporate,2.344
1077,US-2014-168945,2016-09-19,First Class,Corporate,2.344
1078,US-2014-168946,2016-09-20,First Class,Corporate,2.344
1079,US-2014-168947,2016-09-21,First Class,Corporate,2.344
1080,US-2014-168948,2016-09-22,First Class,Corporate,2.344
1081,US-2014-168949,2016-09-23,First Class,Corporate,2.344
1082,US-2014-168950,2016-09-24,First Class,Corporate,2.344
1083,US-2014-168951,2016-09-25,First Class,Corporate,2.344
1084,US-2014-168952,2016-09-26,First Class,Corporate,2.344
1085,US-2014-168953,2016-09-27,First Class,Corporate,2.344
1086,US-2014-168954,2016-09-28,First Class,Corporate,2.344
1087,US-2014-168955,2016-09-29,First Class,Corporate,2.344
1088,US-2014-168956,2016-09-30,First Class,Corporate,2.344
1089,US-2014-168957,2016-10-01,First Class,Corporate,2.344
1090,US-2014-168958,2016-10-02,First Class,Corporate,2.344
1091,US-2014-168959,2016-10-03,First Class,Corporate,2.344
1092,US-2014-168960,2016-10-04,First Class,Corporate,2.344
1093,US-2014-168961,2016-10-05,First Class,Corporate,2.344
1094,US-2014-168962,2016-10-06,First Class,Corporate,2.344
1095,US-2014-168963,2016-10-07,First Class,Corporate,2.344
1096,US-2014-168964,2016-10-08,First Class,Corporate,2.344
1097,US-2014-168965,2016-10-09,First Class,Corporate,2.344
1098,US-2014-168966,2016-10-10,First Class,Corporate,2.344
1099,US-2014-168967,2016-10-11,First Class,Corporate,2.344
1100,US-2014-168968,2016-10-12,First Class,Corporate,2.344
1101,US-2014-168969,2016-10-13,First Class,Corporate,2.344
1102,US-2014-168970,2016-10-14,First Class,Corporate,2.344
1103,US-2014-168971,2016-10-15,First Class,Corporate,2.344
1104,US-2014-168972,2016-10-16,First Class,Corporate,2.344
1105,US-2014-168973,2016-10-17,First Class,Corporate,2.344
1106,US-2014-168974,2016-10-18,First Class,Corporate,2.344
1107,US-2014-168975,2016-10-19,First Class,Corporate,2.344
1108,US-2014-168976,2016-10-20,First Class,Corporate,2.344
1109,US-2014-168977,2016-10-21,First Class,Corporate,2.344
1110,US-2014-168978,2016-10-22,First Class,Corporate,2.344
1111,US-2014-168979,2016-10-23,First Class,Corporate,2.344
1112,US-2014-168980,2016-10-24,First Class,Corporate,2.344
1113,US-2014-168981,2016-10-25,First Class,Corporate,2.344
1114,US-2014-168982,2016-10-26,First Class,Corporate,2.344
1115,US-2014-168983,2016-10-27,First Class,Corporate,2.344
1116,US-2014-168984,2016-10-28,First Class,Corporate,2.344
1117,US-2014-168985,2016-10-29,First Class,Corporate,2.344
1118,US-2014-168986,2016-10-30,First Class,Corporate,2.344
1119,US-2014-168987,2016-10-31,First Class,Corporate,2.344
1120,US-2014-168988,2016-11-01,First Class,Corporate,2.344
1121,US-2014-168989,2016-11-02,First Class,Corporate,2.344
1122,US-2014-168990,2016-11-03,First Class,Corporate,2.344
1123,US-2014-168991,2016-11-04,First Class,Corporate,2.344
1124,US-2014-168992,2016-11-05,First Class,Corporate,2.344
1125,US-2014-168993,2016-11-06,First Class,Corporate,2.344
1126,US-2014-168994,2016-11-07,First Class,Corporate,2.344
1127,US-2014-168995,2016-11-08,First Class,Corporate,2.344
1128,US-2014-168996,2016-11-09,First Class,Corporate,2.344
1129,US-2014-168997,2016-11-10,First Class,Corporate,2.344
1130,US-2014-168998,2016-11-11,First Class,Corporate,2.344
1131,US-2014-168999,2016-11-12,First Class,Corporate,2.344
1132,US-2014-169000,2016-11-13,First Class,Corporate,2.344
1133,US-2014-169001,2016-11-14,First Class,Corporate,2.344
1134,US-2014-169002,2016-11-15,First Class,Corporate,2.344
1135,US-2014-169003,2016-11-16,First Class,Corporate,2.344
1136,US-2014-169004,2016-11-17,First Class,Corporate,2.344
1137,US-2014-169005,2016-11-18,First Class,Corporate,2.344
1138,US-2014-169006,2016-11-19,First Class,Corporate,2.344
1139,US-2014-169007,2016-11-20,First Class,Corporate,2.344
1140,US-2014-169008,2016-11-21,First Class,Corporate,2.344
1141,US-2014-169009,2016-11-22,First Class,Corporate,2.344
1142,US-2014-169010,2016-11-23,First Class,Corporate,2.344
1143,US-2014-169011,2016-11-24,First Class,Corporate,2.344
1144,US-2014-169012,2016-11-25,First Class,Corporate,2.344
1145,US-2014-169013,2016-11-26,First Class,Corporate,2.344
1146,US-2014-169014,2016-11-27,First Class,Corporate,2.344
1147,US-2014-169015,2016-11-28,First Class,Corporate,2.344
1148,US-2014-169016,2016-11-29,First Class,Corporate,2.344
1149,US-2014-169017,2016-11-30,First Class,Corporate,2.344
1150,US-2014-169018,2016-12-01,First Class,Corporate,2.344
1151,US-2014-169019,2016-12-02,First Class,Corporate,2.344
1152,US-2014-169020,2016-12-03,First Class,Corporate,2.344
1153,US-2014-169021,2016-12-04,First Class,Corporate,2.344
1154,US-2014-169022,2016-12-05,First Class,Corporate,2.344
1155,US-2014-169023,2016-12-06,First Class,Corporate,2.344
1156,US-2014-169024,2016-12-07,First Class,Corporate,2.344
1157,US-2014-169025,2016-12-08,First Class,Corporate,2.344
1158,US-2014-169026,2016-12-09,First Class,Corporate,2.344
1159,US-2014-169027,2016-12-10,First Class,Corporate,2.344
1160,US-2014-169028,2016-12-11,First Class,Corporate,2.344
1161,US-2014-169029,2016-12-12,First Class,Corporate,2.344
1162,US-2014-169030,2016-12-13,First Class,Corporate,2.344
1163,US-2014-169031,2016-12-14,First Class,Corporate,2.344
1164,US-2014-169032,2016-12-15,First Class,Corporate,2.344
