standing_id,season_id,league_id,position,team_id,played_games,won,draw,lost,points,goals_for,goals_against,goal_difference,form
32,4,4,12,11,34,10,7,17,37,41,56,-15,'L'
32,4,4,12,11,34,10,7,17,37,41,56,-15,'L']
33,4,4,13,15,34,7,14,13,35,39,51,-12,['D'
33,4,4,13,15,34,7,14,13,35,39,51,-12,'D'
33,4,4,13,15,34,7,14,13,35,39,51,-12,'D'
33,4,4,13,15,34,7,14,13,35,39,51,-12,'W'
33,4,4,13,15,34,7,14,13,35,39,51,-12,'W']
34,4,4,14,18,34,7,13,14,34,56,67,-11,['L'
34,4,4,14,18,34,7,13,14,34,56,67,-11,'D'
34,4,4,14,18,34,7,13,14,34,56,67,-11,'D'
34,4,4,14,18,34,7,13,14,34,56,67,-11,'D'
34,4,4,14,18,34,7,13,14,34,56,67,-11,'L']
35,4,4,15,28,34,9,6,19,33,33,58,-25,['L'
35,4,4,15,28,34,9,6,19,33,33,58,-25,'D'
35,4,4,15,28,34,9,6,19,33,33,58,-25,'L'
35,4,4,15,28,34,9,6,19,33,33,58,-25,'L'
35,4,4,15,28,34,9,6,19,33,33,58,-25,'W']
36,4,4,16,36,34,7,12,15,33,42,74,-32,['L'
36,4,4,16,36,34,7,12,15,33,42,74,-32,'W'
36,4,4,16,36,34,7,12,15,33,42,74,-32,'W'
36,4,4,16,36,34,7,12,15,33,42,74,-32,'L'
36,4,4,16,36,34,7,12,15,33,42,74,-32,'L']
37,4,4,17,1,34,5,12,17,27,28,60,-32,['L'
37,4,4,17,1,34,5,12,17,27,28,60,-32,'D'
37,4,4,17,1,34,5,12,17,27,28,60,-32,'D'
37,4,4,17,1,34,5,12,17,27,28,60,-32,'W'
37,4,4,17,1,34,5,12,17,27,28,60,-32,'L']
38,4,4,18,55,34,3,8,23,17,30,86,-56,['W'
38,4,4,18,55,34,3,8,23,17,30,86,-56,'L'
38,4,4,18,55,34,3,8,23,17,30,86,-56,'L'
38,4,4,18,55,34,3,8,23,17,30,86,-56,'L'
38,4,4,18,55,34,3,8,23,17,30,86,-56,'L']
1,1,1,1,65,38,28,7,3,91,96,34,62,['W'
1,1,1,1,65,38,28,7,3,91,96,34,62,'W'
1,1,1,1,65,38,28,7,3,91,96,34,62,'W'
1,1,1,1,65,38,28,7,3,91,96,34,62,'W'
1,1,1,1,65,38,28,7,3,91,96,34,62,'W']
2,1,1,2,57,38,28,5,5,89,91,29,62,['W'
2,1,1,2,57,38,28,5,5,89,91,29,62,'W'
2,1,1,2,57,38,28,5,5,89,91,29,62,'W'
2,1,1,2,57,38,28,5,5,89,91,29,62,'W'
2,1,1,2,57,38,28,5,5,89,91,29,62,'W']
3,1,1,3,64,38,24,10,4,82,86,41,45,['L'
3,1,1,3,64,38,24,10,4,82,86,41,45,'D'
3,1,1,3,64,38,24,10,4,82,86,41,45,'W'
3,1,1,3,64,38,24,10,4,82,86,41,45,'D'
3,1,1,3,64,38,24,10,4,82,86,41,45,'W']
4,1,1,4,58,38,20,8,10,68,76,61,15,['W'
4,1,1,4,58,38,20,8,10,68,76,61,15,'D'
4,1,1,4,58,38,20,8,10,68,76,61,15,'L'
4,1,1,4,58,38,20,8,10,68,76,61,15,'D'
4,1,1,4,58,38,20,8,10,68,76,61,15,'L']
6,1,1,6,61,38,18,9,11,63,77,63,14,['W'
6,1,1,6,61,38,18,9,11,63,77,63,14,'W'
6,1,1,6,61,38,18,9,11,63,77,63,14,'W'
6,1,1,6,61,38,18,9,11,63,77,63,14,'W'
6,1,1,6,61,38,18,9,11,63,77,63,14,'W']
8,1,1,8,66,38,18,6,14,60,57,58,-1,['D'
8,1,1,8,66,38,18,6,14,60,57,58,-1,'L'
8,1,1,8,66,38,18,6,14,60,57,58,-1,'L'
8,1,1,8,66,38,18,6,14,60,57,58,-1,'W'
8,1,1,8,66,38,18,6,14,60,57,58,-1,'W']
10,1,1,10,354,38,13,10,15,49,57,58,-1,['W'
10,1,1,10,354,38,13,10,15,49,57,58,-1,'D'
10,1,1,10,354,38,13,10,15,49,57,58,-1,'W'
10,1,1,10,354,38,13,10,15,49,57,58,-1,'W'
10,1,1,10,354,38,13,10,15,49,57,58,-1,'W']
11,1,1,11,397,38,12,12,14,48,55,62,-7,['L'
11,1,1,11,397,38,12,12,14,48,55,62,-7,'W'
11,1,1,11,397,38,12,12,14,48,55,62,-7,'D'
11,1,1,11,397,38,12,12,14,48,55,62,-7,'L'
11,1,1,11,397,38,12,12,14,48,55,62,-7,'L']
13,1,1,13,63,38,13,8,17,47,55,61,-6,['L'
13,1,1,13,63,38,13,8,17,47,55,61,-6,'D'
13,1,1,13,63,38,13,8,17,47,55,61,-6,'D'
13,1,1,13,63,38,13,8,17,47,55,61,-6,'L'
13,1,1,13,63,38,13,8,17,47,55,61,-6,'W']
15,1,1,15,62,38,13,9,16,40,40,51,-11,['W'
15,1,1,15,62,38,13,9,16,40,40,51,-11,'W'
15,1,1,15,62,38,13,9,16,40,40,51,-11,'D'
15,1,1,15,62,38,13,9,16,40,40,51,-11,'W'
15,1,1,15,62,38,13,9,16,40,40,51,-11,'L']
17,1,1,17,351,38,9,9,20,32,49,67,-18,['L'
17,1,1,17,351,38,9,9,20,32,49,67,-18,'L'
17,1,1,17,351,38,9,9,20,32,49,67,-18,'W'
17,1,1,17,351,38,9,9,20,32,49,67,-18,'L'
17,1,1,17,351,38,9,9,20,32,49,67,-18,'W']
19,1,1,19,328,38,5,9,24,24,41,78,-37,['W'
19,1,1,19,328,38,5,9,24,24,41,78,-37,'D'
19,1,1,19,328,38,5,9,24,24,41,78,-37,'L'
19,1,1,19,328,38,5,9,24,24,41,78,-37,'L'
19,1,1,19,328,38,5,9,24,24,41,78,-37,'L']
41,2,2,1,108,38,29,7,2,94,89,22,67,['W'
41,2,2,1,108,38,29,7,2,94,89,22,67,'L'
41,2,2,1,108,38,29,7,2,94,89,22,67,'W'
41,2,2,1,108,38,29,7,2,94,89,22,67,'D'
41,2,2,1,108,38,29,7,2,94,89,22,67,'D']
42,2,2,2,98,38,22,9,7,75,76,49,27,['D'
42,2,2,2,98,38,22,9,7,75,76,49,27,'D'
42,2,2,2,98,38,22,9,7,75,76,49,27,'W'
42,2,2,2,98,38,22,9,7,75,76,49,27,'L'
42,2,2,2,98,38,22,9,7,75,76,49,27,'D']
44,2,2,4,102,37,21,6,10,69,70,39,31,['W'
44,2,2,4,102,37,21,6,10,69,70,39,31,'W'
44,2,2,4,102,37,21,6,10,69,70,39,31,'W'
44,2,2,4,102,37,21,6,10,69,70,39,31,'W'
44,2,2,4,102,37,21,6,10,69,70,39,31,'W']
46,2,2,6,100,38,18,9,11,63,65,46,19,['D'
46,2,2,6,100,38,18,9,11,63,65,46,19,'D'
46,2,2,6,100,38,18,9,11,63,65,46,19,'L'
46,2,2,6,100,38,18,9,11,63,65,46,19,'W'
46,2,2,6,100,38,18,9,11,63,65,46,19,'L']
48,2,2,8,99,37,16,9,12,57,58,44,14,['W'
48,2,2,8,99,37,16,9,12,57,58,44,14,'L'
48,2,2,8,99,37,16,9,12,57,58,44,14,'W'
48,2,2,8,99,37,16,9,12,57,58,44,14,'D'
48,2,2,8,99,37,16,9,12,57,58,44,14,'W']
50,2,2,10,113,38,13,14,11,53,55,48,7,['D'
50,2,2,10,113,38,13,14,11,53,55,48,7,'D'
50,2,2,10,113,38,13,14,11,53,55,48,7,'L'
50,2,2,10,113,38,13,14,11,53,55,48,7,'D'
50,2,2,10,113,38,13,14,11,53,55,48,7,'D']
52,2,2,12,5911,38,11,12,15,45,39,51,-12,['D'
52,2,2,12,5911,38,11,12,15,45,39,51,-12,'D'
52,2,2,12,5911,38,11,12,15,45,39,51,-12,'L'
52,2,2,12,5911,38,11,12,15,45,39,51,-12,'L'
52,2,2,12,5911,38,11,12,15,45,39,51,-12,'L']
54,2,2,14,5890,38,8,14,16,38,32,54,-22,['D'
54,2,2,14,5890,38,8,14,16,38,32,54,-22,'D'
54,2,2,14,5890,38,8,14,16,38,32,54,-22,'L'
54,2,2,14,5890,38,8,14,16,38,32,54,-22,'L'
54,2,2,14,5890,38,8,14,16,38,32,54,-22,'D']
55,2,2,15,115,38,6,19,13,37,37,53,-16,['D'
55,2,2,15,115,38,6,19,13,37,37,53,-16,'D'
55,2,2,15,115,38,6,19,13,37,37,53,-16,'W'
55,2,2,15,115,38,6,19,13,37,37,53,-16,'D'
55,2,2,15,115,38,6,19,13,37,37,53,-16,'W']
57,2,2,17,445,38,9,9,20,36,29,54,-25,['L'
57,2,2,17,445,38,9,9,20,36,29,54,-25,'D'
57,2,2,17,445,38,9,9,20,36,29,54,-25,'L'
57,2,2,17,445,38,9,9,20,36,29,54,-25,'D'
57,2,2,17,445,38,9,9,20,36,29,54,-25,'W']
59,2,2,19,471,38,7,9,22,30,43,75,-32,['L'
59,2,2,19,471,38,7,9,22,30,43,75,-32,'W'
59,2,2,19,471,38,7,9,22,30,43,75,-32,'L'
59,2,2,19,471,38,7,9,22,30,43,75,-32,'L'
59,2,2,19,471,38,7,9,22,30,43,75,-32,'D']
61,3,3,1,86,38,29,8,1,95,87,26,61,['W'
61,3,3,1,86,38,29,8,1,95,87,26,61,'W'
61,3,3,1,86,38,29,8,1,95,87,26,61,'W'
61,3,3,1,86,38,29,8,1,95,87,26,61,'D'
61,3,3,1,86,38,29,8,1,95,87,26,61,'D']
63,3,3,3,298,38,25,6,7,81,85,46,39,['W'
63,3,3,3,298,38,25,6,7,81,85,46,39,'D'
63,3,3,3,298,38,25,6,7,81,85,46,39,'L'
63,3,3,3,298,38,25,6,7,81,85,46,39,'W'
63,3,3,3,298,38,25,6,7,81,85,46,39,'W']
65,3,3,5,77,38,19,11,8,68,61,37,24,['W'
65,3,3,5,77,38,19,11,8,68,61,37,24,'D'
65,3,3,5,77,38,19,11,8,68,61,37,24,'L'
65,3,3,5,77,38,19,11,8,68,61,37,24,'W'
65,3,3,5,77,38,19,11,8,68,61,37,24,'W']
67,3,3,7,90,38,14,15,9,57,48,45,3,['W'
67,3,3,7,90,38,14,15,9,57,48,45,3,'W'
67,3,3,7,90,38,14,15,9,57,48,45,3,'D'
67,3,3,7,90,38,14,15,9,57,48,45,3,'L'
67,3,3,7,90,38,14,15,9,57,48,45,3,'D']
68,3,3,8,94,38,14,11,13,53,65,65,0,['L'
68,3,3,8,94,38,14,11,13,53,65,65,0,'W'
68,3,3,8,94,38,14,11,13,53,65,65,0,'W'
68,3,3,8,94,38,14,11,13,53,65,65,0,'D'
68,3,3,8,94,38,14,11,13,53,65,65,0,'D']
70,3,3,10,263,38,12,10,16,46,36,46,-10,['W'
70,3,3,10,263,38,12,10,16,46,36,46,-10,'D'
70,3,3,10,263,38,12,10,16,46,36,46,-10,'L'
70,3,3,10,263,38,12,10,16,46,36,46,-10,'W'
70,3,3,10,263,38,12,10,16,46,36,46,-10,'D']
72,3,3,12,82,38,10,13,15,43,42,54,-12,['L'
72,3,3,12,82,38,10,13,15,43,42,54,-12,'L'
72,3,3,12,82,38,10,13,15,43,42,54,-12,'L'
72,3,3,12,82,38,10,13,15,43,42,54,-12,'L'
72,3,3,12,82,38,10,13,15,43,42,54,-12,'L']
74,3,3,14,559,38,10,11,17,41,48,54,-6,['W'
74,3,3,14,559,38,10,11,17,41,48,54,-6,'L'
74,3,3,14,559,38,10,11,17,41,48,54,-6,'L'
74,3,3,14,559,38,10,11,17,41,48,54,-6,'L'
74,3,3,14,559,38,10,11,17,41,48,54,-6,'L']
76,3,3,16,275,38,10,10,18,40,33,47,-14,['L'
76,3,3,16,275,38,10,10,18,40,33,47,-14,'L'
76,3,3,16,275,38,10,10,18,40,33,47,-14,'D'
76,3,3,16,275,38,10,10,18,40,33,47,-14,'D'
76,3,3,16,275,38,10,10,18,40,33,47,-14,'D']
78,3,3,18,264,38,6,15,17,33,26,55,-29,['L'
78,3,3,18,264,38,6,15,17,33,26,55,-29,'W'
78,3,3,18,264,38,6,15,17,33,26,55,-29,'W'
78,3,3,18,264,38,6,15,17,33,26,55,-29,'D'
78,3,3,18,264,38,6,15,17,33,26,55,-29,'L']
79,3,3,19,267,38,3,12,23,21,43,75,-32,['W'
79,3,3,19,267,38,3,12,23,21,43,75,-32,'L'
79,3,3,19,267,38,3,12,23,21,43,75,-32,'L'
79,3,3,19,267,38,3,12,23,21,43,75,-32,'D'
79,3,3,19,267,38,3,12,23,21,43,75,-32,'W']
5,1,1,5,73,38,20,6,12,66,74,61,13,['L'
5,1,1,5,73,38,20,6,12,66,74,61,13,'L'
5,1,1,5,73,38,20,6,12,66,74,61,13,'W'
5,1,1,5,73,38,20,6,12,66,74,61,13,'L'
5,1,1,5,73,38,20,6,12,66,74,61,13,'W']
7,1,1,7,67,38,18,6,14,60,85,62,23,['W'
7,1,1,7,67,38,18,6,14,60,85,62,23,'W'
7,1,1,7,67,38,18,6,14,60,85,62,23,'D'
7,1,1,7,67,38,18,6,14,60,85,62,23,'L'
7,1,1,7,67,38,18,6,14,60,85,62,23,'W']
9,1,1,9,563,38,14,10,14,52,60,74,-14,['L'
9,1,1,9,563,38,14,10,14,52,60,74,-14,'D'
9,1,1,9,563,38,14,10,14,52,60,74,-14,'L'
9,1,1,9,563,38,14,10,14,52,60,74,-14,'W'
9,1,1,9,563,38,14,10,14,52,60,74,-14,'L']
12,1,1,12,1044,38,13,9,16,48,54,67,-13,['W'
12,1,1,12,1044,38,13,9,16,48,54,67,-13,'W'
12,1,1,12,1044,38,13,9,16,48,54,67,-13,'L'
12,1,1,12,1044,38,13,9,16,48,54,67,-13,'L'
12,1,1,12,1044,38,13,9,16,48,54,67,-13,'L']
14,1,1,14,76,38,13,7,18,46,50,65,-15,['L'
14,1,1,14,76,38,13,7,18,46,50,65,-15,'W'
14,1,1,14,76,38,13,7,18,46,50,65,-15,'L'
14,1,1,14,76,38,13,7,18,46,50,65,-15,'L'
14,1,1,14,76,38,13,7,18,46,50,65,-15,'L']
16,1,1,16,402,38,10,9,19,39,56,65,-9,['W'
16,1,1,16,402,38,10,9,19,39,56,65,-9,'L'
16,1,1,16,402,38,10,9,19,39,56,65,-9,'D'
16,1,1,16,402,38,10,9,19,39,56,65,-9,'W'
16,1,1,16,402,38,10,9,19,39,56,65,-9,'L']
18,1,1,18,389,38,6,8,24,26,52,85,-33,['L'
18,1,1,18,389,38,6,8,24,26,52,85,-33,'L'
18,1,1,18,389,38,6,8,24,26,52,85,-33,'D'
18,1,1,18,389,38,6,8,24,26,52,85,-33,'L'
18,1,1,18,389,38,6,8,24,26,52,85,-33,'L']
20,1,1,20,356,38,3,7,28,16,35,104,-69,['L'
20,1,1,20,356,38,3,7,28,16,35,104,-69,'L'
20,1,1,20,356,38,3,7,28,16,35,104,-69,'L'
20,1,1,20,356,38,3,7,28,16,35,104,-69,'L'
20,1,1,20,356,38,3,7,28,16,35,104,-69,'L']
43,2,2,3,109,38,19,14,5,71,54,31,23,['D'
43,2,2,3,109,38,19,14,5,71,54,31,23,'D'
43,2,2,3,109,38,19,14,5,71,54,31,23,'D'
43,2,2,3,109,38,19,14,5,71,54,31,23,'D'
43,2,2,3,109,38,19,14,5,71,54,31,23,'W']
45,2,2,5,103,38,18,14,6,68,54,32,22,['D'
45,2,2,5,103,38,18,14,6,68,54,32,22,'D'
45,2,2,5,103,38,18,14,6,68,54,32,22,'W'
45,2,2,5,103,38,18,14,6,68,54,32,22,'D'
45,2,2,5,103,38,18,14,6,68,54,32,22,'L']
47,2,2,7,110,38,18,7,13,61,49,39,10,['W'
47,2,2,7,110,38,18,7,13,61,49,39,10,'D'
47,2,2,7,110,38,18,7,13,61,49,39,10,'W'
47,2,2,7,110,38,18,7,13,61,49,39,10,'D'
47,2,2,7,110,38,18,7,13,61,49,39,10,'D']
49,2,2,9,586,38,13,14,11,53,36,36,0,['L'
49,2,2,9,586,38,13,14,11,53,36,36,0,'D'
49,2,2,9,586,38,13,14,11,53,36,36,0,'W'
49,2,2,9,586,38,13,14,11,53,36,36,0,'W'
49,2,2,9,586,38,13,14,11,53,36,36,0,'L']
51,2,2,11,107,38,12,13,13,49,45,45,0,['W'
51,2,2,11,107,38,12,13,13,49,45,45,0,'D'
51,2,2,11,107,38,12,13,13,49,45,45,0,'W'
51,2,2,11,107,38,12,13,13,49,45,45,0,'L'
51,2,2,11,107,38,12,13,13,49,45,45,0,'W']
53,2,2,13,450,38,9,11,18,38,38,51,-13,['L'
53,2,2,13,450,38,9,11,18,38,38,51,-13,'W'
53,2,2,13,450,38,9,11,18,38,38,51,-13,'L'
53,2,2,13,450,38,9,11,18,38,38,51,-13,'W'
53,2,2,13,450,38,9,11,18,38,38,51,-13,'D']
56,2,2,16,104,38,8,12,18,36,42,68,-26,['L'
56,2,2,16,104,38,8,12,18,36,42,68,-26,'D'
56,2,2,16,104,38,8,12,18,36,42,68,-26,'L'
56,2,2,16,104,38,8,12,18,36,42,68,-26,'W'
56,2,2,16,104,38,8,12,18,36,42,68,-26,'L']
58,2,2,18,470,38,8,11,19,35,44,69,-25,['W'
58,2,2,18,470,38,8,11,19,35,44,69,-25,'D'
58,2,2,18,470,38,8,11,19,35,44,69,-25,'L'
58,2,2,18,470,38,8,11,19,35,44,69,-25,'W'
58,2,2,18,470,38,8,11,19,35,44,69,-25,'L']
60,2,2,20,455,38,2,11,25,17,32,81,-49,['L'
60,2,2,20,455,38,2,11,25,17,32,81,-49,'L'
60,2,2,20,455,38,2,11,25,17,32,81,-49,'D'
60,2,2,20,455,38,2,11,25,17,32,81,-49,'L'
60,2,2,20,455,38,2,11,25,17,32,81,-49,'D']
62,3,3,2,81,38,26,7,5,85,79,44,35,['L'
62,3,3,2,81,38,26,7,5,85,79,44,35,'W'
62,3,3,2,81,38,26,7,5,85,79,44,35,'W'
62,3,3,2,81,38,26,7,5,85,79,44,35,'W'
62,3,3,2,81,38,26,7,5,85,79,44,35,'W']
64,3,3,4,78,38,24,4,10,76,70,43,27,['W'
64,3,3,4,78,38,24,4,10,76,70,43,27,'W'
64,3,3,4,78,38,24,4,10,76,70,43,27,'W'
64,3,3,4,78,38,24,4,10,76,70,43,27,'L'
64,3,3,4,78,38,24,4,10,76,70,43,27,'W']
66,3,3,6,92,38,16,12,10,60,51,39,12,['W'
66,3,3,6,92,38,16,12,10,60,51,39,12,'L'
66,3,3,6,92,38,16,12,10,60,51,39,12,'W'
66,3,3,6,92,38,16,12,10,60,51,39,12,'W'
66,3,3,6,92,38,16,12,10,60,51,39,12,'L']
69,3,3,9,95,38,13,10,15,49,40,45,-5,['L'
69,3,3,9,95,38,13,10,15,49,40,45,-5,'D'
69,3,3,9,95,38,13,10,15,49,40,45,-5,'L'
69,3,3,9,95,38,13,10,15,49,40,45,-5,'L'
69,3,3,9,95,38,13,10,15,49,40,45,-5,'D']
71,3,3,11,79,38,12,9,17,45,45,56,-11,['L'
71,3,3,11,79,38,12,9,17,45,45,56,-11,'D'
71,3,3,11,79,38,12,9,17,45,45,56,-11,'D'
71,3,3,11,79,38,12,9,17,45,45,56,-11,'W'
71,3,3,11,79,38,12,9,17,45,45,56,-11,'D']
73,3,3,13,558,38,10,11,17,41,46,57,-11,['W'
73,3,3,13,558,38,10,11,17,41,46,57,-11,'L'
73,3,3,13,558,38,10,11,17,41,46,57,-11,'W'
73,3,3,13,558,38,10,11,17,41,46,57,-11,'W'
73,3,3,13,558,38,10,11,17,41,46,57,-11,'D']
75,3,3,15,89,38,8,16,14,40,33,44,-11,['L'
75,3,3,15,89,38,8,16,14,40,33,44,-11,'W'
75,3,3,15,89,38,8,16,14,40,33,44,-11,'D'
75,3,3,15,89,38,8,16,14,40,33,44,-11,'D'
75,3,3,15,89,38,8,16,14,40,33,44,-11,'W']
77,3,3,17,87,38,8,14,16,38,29,48,-19,['L'
77,3,3,17,87,38,8,14,16,38,29,48,-19,'D'
77,3,3,17,87,38,8,14,16,38,29,48,-19,'W'
77,3,3,17,87,38,8,14,16,38,29,48,-19,'L'
77,3,3,17,87,38,8,14,16,38,29,48,-19,'L']
80,3,3,20,83,38,4,9,25,21,38,79,-41,['L'
80,3,3,20,83,38,4,9,25,21,38,79,-41,'L'
80,3,3,20,83,38,4,9,25,21,38,79,-41,'L'
80,3,3,20,83,38,4,9,25,21,38,79,-41,'L'
80,3,3,20,83,38,4,9,25,21,38,79,-41,'L']
81,5,5,1,524,34,22,10,2,76,81,33,48,['W'
81,5,5,1,524,34,22,10,2,76,81,33,48,'D'
81,5,5,1,524,34,22,10,2,76,81,33,48,'L'
81,5,5,1,524,34,22,10,2,76,81,33,48,'W'
81,5,5,1,524,34,22,10,2,76,81,33,48,'W']
82,5,5,2,548,34,20,7,7,67,68,42,26,['W'
82,5,5,2,548,34,20,7,7,67,68,42,26,'L'
82,5,5,2,548,34,20,7,7,67,68,42,26,'W'
82,5,5,2,548,34,20,7,7,67,68,42,26,'W'
82,5,5,2,548,34,20,7,7,67,68,42,26,'W']
83,5,5,3,512,34,17,10,7,61,53,34,19,['L'
83,5,5,3,512,34,17,10,7,61,53,34,19,'W'
83,5,5,3,512,34,17,10,7,61,53,34,19,'D'
83,5,5,3,512,34,17,10,7,61,53,34,19,'D'
83,5,5,3,512,34,17,10,7,61,53,34,19,'W']
84,5,5,4,521,34,16,11,7,59,52,34,18,['L'
84,5,5,4,521,34,16,11,7,59,52,34,18,'W'
84,5,5,4,521,34,16,11,7,59,52,34,18,'L'
84,5,5,4,521,34,16,11,7,59,52,34,18,'W'
84,5,5,4,521,34,16,11,7,59,52,34,18,'D']
85,5,5,5,522,34,15,10,9,55,40,29,11,['D'
85,5,5,5,522,34,15,10,9,55,40,29,11,'W'
85,5,5,5,522,34,15,10,9,55,40,29,11,'W'
85,5,5,5,522,34,15,10,9,55,40,29,11,'L'
85,5,5,5,522,34,15,10,9,55,40,29,11,'D']
86,5,5,6,523,34,16,5,13,53,49,55,-6,['L'
86,5,5,6,523,34,16,5,13,53,49,55,-6,'W'
86,5,5,6,523,34,16,5,13,53,49,55,-6,'W'
86,5,5,6,523,34,16,5,13,53,49,55,-6,'W'
86,5,5,6,523,34,16,5,13,53,49,55,-6,'W']
87,5,5,7,546,34,14,9,11,51,45,37,8,['W'
87,5,5,7,546,34,14,9,11,51,45,37,8,'D'
87,5,5,7,546,34,14,9,11,51,45,37,8,'L'
87,5,5,7,546,34,14,9,11,51,45,37,8,'L'
87,5,5,7,546,34,14,9,11,51,45,37,8,'W']
88,5,5,8,516,34,13,11,10,50,52,41,11,['D'
88,5,5,8,516,34,13,11,10,50,52,41,11,'W'
88,5,5,8,516,34,13,11,10,50,52,41,11,'W'
88,5,5,8,516,34,13,11,10,50,52,41,11,'L'
88,5,5,8,516,34,13,11,10,50,52,41,11,'W']
89,5,5,9,547,34,13,8,13,47,42,47,-5,['L'
89,5,5,9,547,34,13,8,13,47,42,47,-5,'L'
89,5,5,9,547,34,13,8,13,47,42,47,-5,'D'
89,5,5,9,547,34,13,8,13,47,42,47,-5,'W'
89,5,5,9,547,34,13,8,13,47,42,47,-5,'W']
90,5,5,10,529,34,12,10,12,46,53,46,7,['W'
90,5,5,10,529,34,12,10,12,46,53,46,7,'L'
90,5,5,10,529,34,12,10,12,46,53,46,7,'W'
90,5,5,10,529,34,12,10,12,46,53,46,7,'D'
90,5,5,10,529,34,12,10,12,46,53,46,7,'L']
91,5,5,11,511,34,11,10,13,43,42,46,-4,['D'
91,5,5,11,511,34,11,10,13,43,42,46,-4,'W'
91,5,5,11,511,34,11,10,13,43,42,46,-4,'L'
91,5,5,11,511,34,11,10,13,43,42,46,-4,'W'
91,5,5,11,511,34,11,10,13,43,42,46,-4,'L']
92,5,5,12,518,34,10,12,12,41,43,48,-5,['W'
92,5,5,12,518,34,10,12,12,41,43,48,-5,'D'
92,5,5,12,518,34,10,12,12,41,43,48,-5,'W'
92,5,5,12,518,34,10,12,12,41,43,48,-5,'L'
92,5,5,12,518,34,10,12,12,41,43,48,-5,'D']
93,5,5,13,576,34,10,9,15,39,38,50,-12,['L'
93,5,5,13,576,34,10,9,15,39,38,50,-12,'L'
93,5,5,13,576,34,10,9,15,39,38,50,-12,'L'
93,5,5,13,576,34,10,9,15,39,38,50,-12,'W'
